游记ID,标题,链接,规则1,规则2
1058313,成都 不愿离开的城市,http://www.mafengwo.cn/i/1058313.html,1day(录，一生的回忆...喜欢人在旅途的感觉 1DAY:晚上从西安坐火车，硬卧2DAY：早上到)|2day(的感觉 1DAY:晚上从西安坐火车，硬卧2DAY：早上到成都火车站。下午锦里3DAY：宽)|3day(硬卧2DAY：早上到成都火车站。下午锦里3DAY：宽窄巷子  春熙路逛街4DAY: 都江)|4day(下午锦里3DAY：宽窄巷子  春熙路逛街4DAY: 都江堰5DAY：乐山6DAY: 峨眉)|5day(宽窄巷子  春熙路逛街4DAY: 都江堰5DAY：乐山6DAY: 峨眉山7DAY：洛带古)|6day(熙路逛街4DAY: 都江堰5DAY：乐山6DAY: 峨眉山7DAY：洛带古镇  晚上飞回)|7day( 都江堰5DAY：乐山6DAY: 峨眉山7DAY：洛带古镇  晚上飞回西安 在成都的前三)|三天(Y：洛带古镇  晚上飞回西安 在成都的前三天舍友和她男朋友一直陪我，后三天我一个玩的)|三天(在成都的前三天舍友和她男朋友一直陪我，后三天我一个玩的路上结了三个伴。这个是在成都玩),无
1285801,周末安仁平乐古镇骑游,http://www.mafengwo.cn/i/1285801.html,无,第二天(FI玩手机了。好好休息了一个晚上后，我们第二天早上吃完早饭就回成都了，回来我们换了另一)
925831,小骑龙泉山,http://www.mafengwo.cn/i/925831.html,一天(望做出了极大的怀疑。因为我在此次拉练的前一天晚上，有些锋芒的告诉他如果下雨，我是绝对),无
910445,成都游玩之葵花宝典（深度游成都）,http://www.mafengwo.cn/i/910445.html,4a(花”的统称，中国农家乐旅游的发源地，国家4A级旅游景区，也是社会主义新农村建设的典型),无
1300497,骑行都江堰、青城山,http://www.mafengwo.cn/i/1300497.html,无,无
1192023,静下来，爱上它——遗落在洱海的一个梦,http://www.mafengwo.cn/i/1192023.html,17日(假过期前，发呆了一把 具体行程如下：2月17日上海——昆明——大理2月18日大理2月1)|18日(如下：2月17日上海——昆明——大理2月18日大理2月19日大理2月20日大理2月21)|19日(日上海——昆明——大理2月18日大理2月19日大理2月20日大理2月21日大理——成都)|20日(——大理2月18日大理2月19日大理2月20日大理2月21日大理——成都2月22日成都)|21日(8日大理2月19日大理2月20日大理2月21日大理——成都2月22日成都2月23日成都)|22日(2月20日大理2月21日大理——成都2月22日成都2月23日成都2月24日成都——上海)|23日(2月21日大理——成都2月22日成都2月23日成都2月24日成都——上海 2月17日（)|24日(——成都2月22日成都2月23日成都2月24日成都——上海 2月17日（正月初八）HO)|17日(月23日成都2月24日成都——上海 2月17日（正月初八）HO112上海虹桥——昆明长)|18日(好心情再出发Goodnight~  2月18日（正月初九）雨也许是高原反应出来了，一觉)|19日(到客栈，把库存拿出来，茶话会开始~ 2月19日（正月初十）一早起来，太阳不错，晒太阳。)|20日(星落花，坐拥山水日暮，晚上继续打牌 2月20日（正月十一）大理的太阳落的晚，所以，日出)|一天( 抓住青春的尾巴，再迷茫一下 没有饵丝的一天是不完整的，拍完日出，出去吃碗饵丝，6块)|21日(们，一定要做好防晒工作，一定要啊！ 2月21日（正月十二）早晨起床，阳光依旧。去隔壁的)|22日(这正是成都味儿！心满意足的回去睡觉 2月22日（正月十三）9:30起床，睡饱后，原地满)|23日(屈你了，兔子，要被高兔兔吃掉。。。 2月23日（正月十四）睡到中午起来，洗漱完毕，直接)|24日(云南的太阳已经把我们晒成当地人了。 2月24日（正月十五）眼睛睁开，继续吃住在龙抄手边)|一天(云南的常规一站，古城，苍山，洱海，有人用一天就能匆匆走完，甚至也有人说可以略过大理直)|8天(虐待自己，本着经济效益最大化的原则，历时8天，所有吃喝住行，总共花费人均5600（含),无
1300240,五凤溪,http://www.mafengwo.cn/i/1300240.html,无,无
960398,那一年，我们一起去过的成都,http://www.mafengwo.cn/i/960398.html,24日(人=||=回复蝈蝈小姐：2011年10月24日去的时候，旁边有一个人讲，原话是：传说，),第二天(确定的关系~  按照同学的计划，到成都的第二天去了青城山，第一次体验了蜀道的感觉我们去)|第三天(.逝者安息，生者坚强！      到成都第三天，在市区走了走，锦里、春熙路等     )|第四天(走了走，锦里、春熙路等         第四天去了大熊猫研究基地           )
1288995,成都十日游，海量高清无码大图，超详细景点门票价格路线美食攻略。,http://www.mafengwo.cn/i/1288995.html,一天(天的时候雅安地震，成都震感很强烈，由于前一天爬峨眉山金顶又赶路非常疲惫，迷糊中被摇晃)|3天(成都。由于是说走就走的旅行，机票在出行前3天才预定所以没有特优的价格，如果是计划内的)|一天(接去乐山景区的话，也有直达的大巴车，但是一天只有4班次，建议提前预定车票。到达乐山肖),第二天(须得时刻提醒自己，保持足够自由。旅行倒数第二天的时候雅安地震，成都震感很强烈，由于前一)
1298900,冰与火的交融,http://www.mafengwo.cn/i/1298900.html,九天(（写在最前－－这九天成都之行很圆满，酷暑爬上了万年冰川，雨过)|5天(作满五年，才有资格修年假，10年工龄以内5天），请好假后，迫不及待制定行程购买机票。)|4日(买机票。　　本次出发日期：2012年8月4日　　   返回日期：2012年8月12日)|12日(月4日　　   返回日期：2012年8月12日　　行程：北京－－成都－－甘孜－－成都－)|一天(而第二天的车票又提前预订了，所以不能再等一天了，之前在马蜂窝上看到，说在去康定的路上)|一天(法走，他的一个朋友前天送人去稻城，说好了一天800，结果两天了，还没走到，30公里的)|25日(堂了，这个教堂可有来头了：1935年5月25日红军从安顺场强渡大渡河成功后，因船少，无)|三天(将红军迅速渡过大渡河，形势严峻。连续行军三天的毛泽东28日下午4时到达磨西，夜宿磨西)|28日(过大渡河，形势严峻。连续行军三天的毛泽东28日下午4时到达磨西，夜宿磨西天主教堂神甫房)|29日(署飞夺泸定桥的方案和研究北上抗日的方针。29日下午红军22位勇士勇夺泸定桥，当晚红四团)|一天(，在熙攘的小镇夜声中，我们结束了这饱满的一天。 －－－－－－－－－－－－－－－第四天)|一天(发现了不少好玩的，一看时间也不早了，累了一天了，想早些回旅社休息了！回去边休息边上网)|一天(。一睁眼都已经快十点了，心想这难得清闲的一天也不能这么睡过去啊，还有那么多美食等着我)|一天(    　　锦里的夜色真的很美，我们走了一天，累屁了，打车回府。－－－－－－－－－－)|一天(的第六天了，也是下半程旅游得开始，有了前一天整日的成都休整，今天感觉是体力充沛啊。　)|一天(　 　　我们住的地方，现找的，燕子餐馆，一天１５０，价格还算很公道 　　　　洗了个澡)|一天(吃面食啊。 　　店家一大清早就在择菜，为一天的伙食忙活着  　　四川好多当地人，没事)|一天(了半个大西瓜，回去爽西瓜，舒缓舒缓劳累了一天的身体。－－－－－－－－－－－－－－－－)|一天(－－－－－－－－　　今天是此次行程的最后一天了，要敢晚上的飞机回家，所以行程就不安排)|一天(塑他的像。相反，他的儿子刘谌，虽然没做过一天皇帝，但是在魏国大军病压城下时，极力规劝)|一天(唐时溪边住着一位姓任的姑娘，貌美而心善。一天，她正在溪畔洗衣，走来一位浑身疮疥的和尚)|九天(巴克是必须的，晚餐就德克士解决了吧　　这九天成都之行很圆满，酷暑爬上了万年冰川，雨过),第二天(。打车费用55。　　我们提前在淘宝上买的第二天到海螺沟的大巴票，送票人一直从下午五点就)|第四天(驴友，不知道又以为到了国外一样。于是定了第四天的住宿，老板保证绝对给留房了。走回客栈简)|第二天(保证绝对给留房了。走回客栈简单洗漱睡觉，第二天还要赶路。－－－－－－－－－－－－－－－)|第二天(路。－－－－－－－－－－－－－－－－－－第二天318海螺沟－－－－－－－－－－－－－－)|第四天(到了海螺沟底下的摩西古镇，下车后赶紧买了第四天回成都的车票，240元，之所以要提前买，)|第二天(走了。回去洗个热水澡，好好暖暖睡觉，期待第二天放晴，看日照金山的唝嘎雪山。－－－－－－)|第三天(嘎雪山。－－－－－－－－－－－－－－－－第三天冰川摩西古镇－－－－－－－－－－－－－－)|第二天(去逛逛古镇，由于没有看到雪山比较遗憾，而第二天的车票又提前预订了，所以不能再等一天了，)|第二天(回客栈休息去了，回去和刘哥打了个招呼，说第二天一早送我们去大巴点，一行7人，包括我俩，)|第四天(的一天。 －－－－－－－－－－－－－－－第四天 返回成都饕餮小吃－－－－－－－－－－－)|第一天(生机　　大概下午3点就到了，打车直奔我们第一天没住上的“熊猫先生青年旅社”。 　　这个)|第二天(，想早些回旅社休息了！回去边休息边上网查第二天的攻略　　回到旅社，洗完躺下，这时候突然)|第五日(睡。 －－－－－－－－－－－－－－－－－第五日　成都休闲日－－－－－－－－－－－－－－)|第一天(，就赶快洗漱收拾好东西，从熊猫青年迁入到第一天住的正福草堂。迁入后，背个背包出门寻觅美)|第六日(府。－－－－－－－－－－－－－－－－－－第六日都江堰寻古－－－－－－－－－－－－－－－)|第六天(－－－－－－－－－－－　　今天是来四川的第六天了，也是下半程旅游得开始，有了前一天整日)|第二天(不值。喝到10点多，打道回府洗洗睡，准备第二天的爬山。－－－－－－－－－－－－－－－－)|第七天(山。－－－－－－－－－－－－－－－－－－第七天 青城后山天下幽－－－－－－－－－－－－)|第八天(身体。－－－－－－－－－－－－－－－－－第八天　慵懒在宽窄巷子里－－－－－－－－－－－)|第一天(东西，凉凉很爽口 　　特色肥肠粉，感觉和第一天吃的不一样，其实还是怀念第一天吃的那个味)|第一天(粉，感觉和第一天吃的不一样，其实还是怀念第一天吃的那个味道　　特色怪味面，挺辣　　老麻)|第九日(战斗－－－－－－－－－－－－－－－－－－第九日　成都访古－－－－－－－－－－－－－－－)
1301301,【逃离之旅】吃货游成都，十月赏九寨（大量图图+行程）,http://www.mafengwo.cn/i/1301301.html,一天d(车上 D2 宽窄巷子-春熙路D3 锦里吃一天D4 成都-九寨沟口D5 九寨沟内D6 九)|一天(   小小的锦里在两个菇凉逛起来就能花上一天的时间，一转眼已经到晚饭的时间了，当然是)|一天(D4 成都-九寨沟 宿沟口坎珠玛客栈提前一天去买的车票，车票很好买，车次很多，不用担)|2天(）D5九寨沟6点多起来收拾了一下，准备了2天游九寨沟，住在沟内。客栈其他的驴友有的人)|一天(九寨沟，住在沟内。客栈其他的驴友有的人是一天九寨沟，一天黄龙。我们准备吧黄龙留给下次)|一天(沟内。客栈其他的驴友有的人是一天九寨沟，一天黄龙。我们准备吧黄龙留给下次。哈哈。我觉)|一天(吧黄龙留给下次。哈哈。我觉得是明智的因为一天时间真的很赶，出来玩轻松哇。而且当天第一),第三天(太大了把，欺负人。 D3 锦里 宿驴友记第三天睡了个懒觉，慢悠悠的晃到了锦里午饭直接靠)|第一天(时间了，当然是继续吃咯 吴铭火锅觉得没有第一天的好吃，不过也很不错 D4 成都-九寨沟)|第一天(一天时间真的很赶，出来玩轻松哇。而且当天第一天是阴天，第二天是大晴天。风景更好呢九寨沟)|第二天(赶，出来玩轻松哇。而且当天第一天是阴天，第二天是大晴天。风景更好呢九寨沟是Y字形的，第)|第一天(天是大晴天。风景更好呢九寨沟是Y字形的，第一天玩了九寨沟三条沟中景点最多的日则沟（原始)|第二天(一条街的店铺其实都可以住宿的 D6九寨沟第二天的行程是 先去则渣洼沟的长海和五彩池游览)|第一天(爹。他们家是酥油茶也好喝，和我口味。回到第一天入住的客栈那天遇到的几个驴友正好也从黄龙)
